song_id,song_title,duration,year,danceability,energy,loudness,tempo,time_signature,segment_loudness_avg,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,label
b'SOBFZKC12A6D4FC1F7',b'Man No Sober (LP Version)',266.05669,1982,0.0,0.0,0.7073926744846826,153.264,4,-29.57322356739306,0.397703793381759,0.4685399515738496,0.4381589991928981,0.2332703793381761,0.3374447134786115,0.2583083131557709,0.366601291364003,0.3006642453591609,0.240230831315577,0.3109830508474575,0.2904834543987085,0.5454350282485877,37.67659806295399,26.568039548022583,-6.310569007263927,37.66747861178367,21.45650686037129,16.186882970137237,-3.4953317191283304,-2.460120258272801,7.945407586763525,7.71570056497175,0.534736884584342,0.0660879741727213,energetic
b'SONTBYE12AB0182855',b'Love In Time',345.5473,2008,0.0,0.0,0.5843622462158393,171.99,7,-27.36922484689413,0.3414969378827647,0.3797217847769031,0.2835546806649168,0.3214558180227468,0.2821618547681541,0.3518416447944009,0.2886115485564304,0.3831793525809272,0.3009221347331585,0.2422230971128608,0.3374199475065611,0.2232659667541554,36.18190988626419,-83.61701749781282,-16.091818897637825,-13.935257217847765,7.416839895013119,-14.357592300962372,5.606340332458441,1.619903762029746,7.347166229221342,4.04036220472441,-5.397203849518813,-3.525893263342081,energetic
b'SOPMAEU12A67AE0C81',b'The World Turned Upside Down',269.34812,2005,0.0,0.0,0.8228031203182311,136.82,4,-15.590364981504315,0.3596979038224412,0.4554993834771889,0.3176091245376077,0.2727977805178794,0.8213723797780514,0.339494451294698,0.2432589395807644,0.184308261405672,0.3223810110974106,0.2460912453760787,0.1583242909987668,0.4015598027127,47.623131935881545,-14.9351418002466,9.22221824907521,-0.3763353884093767,-11.73970406905056,-17.415006165228114,7.05505918618989,-12.202344019728717,2.5346177558569667,-7.642963008631328,2.7627694204685587,2.820568434032056,energetic
b'SOLDLRC12AC907269F',b'This Side Of Paradise',280.2673,2001,0.0,0.0,0.7778581391744588,195.995,7,-20.002854150504263,0.4089984484096197,0.4440442203258338,0.3574189294026377,0.2464623739332811,0.2549418153607444,0.2141481768813033,0.2576338246702873,0.3565259891388677,0.285277734678045,0.457266097750194,0.3079410395655543,0.2591062839410389,45.46018541505042,15.4062715283165,-16.914460822342892,8.85946547711405,7.022678044996114,-8.073117920868901,19.692595034910774,-11.955167571761054,0.1379200930954215,5.069582622187739,-0.7214848719937953,6.357740108611327,energetic
b'SOMFZIF12AB0182B90',"b""You've Got A Friend""",282.20036,2005,0.0,0.0,0.6233920545539082,88.55,3,-29.51037021276596,0.1257517730496452,0.4054255319148938,0.1491106382978723,0.3195106382978719,0.0994737588652481,0.2113106382978724,0.5603276595744677,0.1235744680851064,0.2468567375886526,0.1370765957446809,0.3412127659574468,0.2229744680851061,35.46976453900711,-63.2040411347518,-18.701229787234038,-21.011009929078035,21.16275886524825,9.888339007092195,-24.267682269503577,0.0017588652482268,-14.169262411347502,-8.962982978723401,-3.6593021276595774,10.513380141843973,energetic
b'SOQRIGO12AB018A90E',b'House Full Of Bullets',415.4771,1998,0.0,0.0,0.7650204060546573,98.428,3,-16.517314797360978,0.3254995287464653,0.3703609802073512,0.2376729500471252,0.2574835061262963,0.4581102733270498,0.3574580584354385,0.5557078228086704,0.3040471253534405,0.2797313854853909,0.3382130065975493,0.2467040527803958,0.4655174363807721,45.6861206409048,-17.438119698397745,15.565064090480671,-12.674890669180018,-34.04403298774745,-20.35719886899154,-24.47948162111212,-3.285487276154569,13.777520263901986,-0.2803770028275212,4.840247879359096,8.604110273327057,energetic
b'SOZGBWV12A8C137BE5',b'Best Friend',267.2322,1993,0.0,0.0,0.7458800433951542,123.755,4,-19.907384146341464,0.2815182926829271,0.4063426829268286,0.3221524390243903,0.3079634146341463,0.3138548780487803,0.237037804878049,0.3693036585365848,0.2693146341463416,0.2836780487804878,0.2201463414634145,0.2224902439024387,0.3265597560975608,43.67418048780488,8.225287804878054,1.7301390243902477,-6.569869512195108,25.62573414634144,-11.701563414634146,-5.398935365853648,-3.046898780487803,-14.762213414634154,-6.145769512195119,-0.4834146341463417,5.57206463414634,energetic
b'SOQBGZG12AB0187E33',b'Byal ravnec',368.16934,2007,0.0,0.0,0.7610683473678773,160.212,4,-17.483364551083593,0.3879365325077402,0.3633699690402474,0.1981950464396286,0.2275503095975233,0.2303405572755419,0.6960433436532505,0.2272732198142414,0.2555054179566556,0.2998777089783284,0.2063537151702783,0.3688846749226005,0.1720913312693497,46.04201470588233,-40.68451547987616,25.75678250773992,-4.701249226006191,10.431226006191949,-11.533355263157892,20.782071207430292,1.1987461300309596,4.09356501547988,-5.168946594427236,-0.6862097523219811,10.892552631578942,energetic
b'SOFWCRI12A6D4F7C26',b'Cunoasterea Tacuta',431.72526,2006,0.0,0.0,0.8492535000258304,130.84,1,-11.141319088319088,0.4617891737891741,0.5397027540360873,0.4592773029439697,0.2897179487179486,0.4748214624881288,0.2208442545109207,0.2899002849002852,0.2701576448243113,0.181596391263058,0.2555061728395062,0.1824558404558403,0.50780056980057,51.16598955365615,27.726408357075066,26.5479639126306,-4.545181386514721,-19.52560683760685,-20.78467046533712,-1.0605565052231736,-9.20634662867996,20.345020892687558,5.48825925925926,-0.036624881291549,7.660899335232663,energetic
b'SOOKXRZ12AB01821D4',b'Sense',625.57995,1995,0.0,0.0,0.4515937386991786,111.125,4,-37.16227970011534,0.3367762399077277,0.7354832756632057,0.2973627450980391,0.2574267589388698,0.5063823529411762,0.3365680507497122,0.4169111880046134,0.225320069204152,0.3639100346020767,0.2210467128027682,0.3034925028835061,0.2149279123414069,24.854664359861555,0.9475201845444032,-7.300681660899685,-17.102627450980346,-13.956901384083032,-19.57033967704726,-1.9217681660899664,9.038418685121124,-16.247611880046144,3.7783385236447393,-10.301322952710482,-7.738411764705883,energetic
